overlap_deg,power_kW,power_change_from_128deg_pct,BMEP_bar,IMEP_bar,FMEP_bar,eta_m,eta_b,BSFC_g_kWh,fuel_mass_definition,mfuel_per_cycle_kg,mfuel_per_cycle_mg,fresh_charge_start_mg,fresh_charge_end_mg,qwall_J,torque_Nm,cycles_completed,state_relative_residual,converged,interpretation
20.0,46.362162066967365,8.271867090331696,11.33003460299542,11.959370540104072,0.629335937108652,0.9473771688068146,0.33552746607163214,246.6522984201446,"mfuel_per_cycle is the fuel implied by the fresh charge at the start of the converged 1080-degree cycle, held fixed during that cycle",3.176481620429095e-05,31.764816204290952,460.5898349622188,460.5926385781764,49.6752889162168,73.7876726538542,4,8.311136350744352e-06,True,"conditional model response; 20 degree is scan lower boundary, not a proven physical optimum"
25.0,46.34946681256629,8.24221923018218,11.326932123187635,11.956268060296287,0.629335937108652,0.9473635139380561,0.33567230331787745,246.54587188649822,"mfuel_per_cycle is the fuel implied by the fresh charge at the start of the converged 1080-degree cycle, held fixed during that cycle",3.174241585216241e-05,31.742415852162413,460.26502985635506,460.26711569805315,49.62432167220939,73.7674675289368,4,7.720297266871562e-06,True,"conditional model response; 20 degree is scan lower boundary, not a proven physical optimum"
30.0,46.31386873387393,8.159085263321808,11.318232626757725,11.947568563866376,0.629335937108652,0.9473251872341638,0.3357955169894599,246.45540664633958,"mfuel_per_cycle is the fuel implied by the fresh charge at the start of the converged 1080-degree cycle, held fixed during that cycle",3.1706398200478035e-05,31.706398200478034,459.7427739069315,459.7451926916271,49.56215387602447,73.71081142705216,4,7.952231292750543e-06,True,"conditional model response; 20 degree is scan lower boundary, not a proven physical optimum"
35.0,46.26002015805,8.033330001170945,11.30507305437786,11.934408991486512,0.629335937108652,0.9472671049268051,0.33590124214600514,246.3778346305809,"mfuel_per_cycle is the fuel implied by the fresh charge at the start of the converged 1080-degree cycle, held fixed during that cycle",3.165956554585384e-05,31.659565545853837,459.06370041488066,459.06601445286805,49.49089531084233,73.62510875684379,4,7.396519730481739e-06,True,"conditional model response; 20 degree is scan lower boundary, not a proven physical optimum"
40.0,46.1919572172265,7.874379224199535,11.28843976032229,11.917775697430942,0.629335937108652,0.9471935071538296,0.33599347848748995,246.31019941875613,"mfuel_per_cycle is the fuel implied by the fresh charge at the start of the converged 1080-degree cycle, held fixed during that cycle",3.1604306093660304e-05,31.604306093660302,458.26243835807435,458.2645618613851,49.4091913229325,73.51678322210948,4,6.97902608928631e-06,True,"conditional model response; 20 degree is scan lower boundary, not a proven physical optimum"
45.0,46.10653204800209,7.674881570162717,11.26756346637635,11.896899403485001,0.629335937108652,0.9471008440296387,0.3360700979319182,246.25404401917538,"mfuel_per_cycle is the fuel implied by the fresh charge at the start of the converged 1080-degree cycle, held fixed during that cycle",3.1538666590333965e-05,31.538666590333964,457.3106655598425,457.3125873326256,49.31875079766836,73.38082484264422,4,6.493077357052764e-06,True,"conditional model response; 20 degree is scan lower boundary, not a proven physical optimum"
50.0,46.00509692907195,7.437995082875237,11.242774643849534,11.872110580958186,0.629335937108652,0.9469903912352324,0.33613277069324077,246.20812936201858,"mfuel_per_cycle is the fuel implied by the fresh charge at the start of the converged 1080-degree cycle, held fixed during that cycle",3.146341348895875e-05,31.46341348895875,456.21949558990184,456.22140109125775,49.21848764017563,73.21938583683574,4,6.2287878073044456e-06,True,"conditional model response; 20 degree is scan lower boundary, not a proven physical optimum"
55.0,45.88735447266962,7.163025257868649,11.214000616802368,11.84333655391102,0.629335937108652,0.9468616015221804,0.3361817705715015,246.17224351269067,"mfuel_per_cycle is the fuel implied by the fresh charge at the start of the converged 1080-degree cycle, held fixed during that cycle",3.137831388721995e-05,31.37831388721995,454.98555136468923,454.9871808712071,49.10781561986105,73.03199289735362,4,5.65433108995843e-06,True,"conditional model response; 20 degree is scan lower boundary, not a proven physical optimum"
60.0,45.75630688131796,6.856983288280594,11.181975066688706,11.811311003797357,0.629335937108652,0.9467175204423693,0.3362185362322156,246.1453244579484,"mfuel_per_cycle is the fuel implied by the fresh charge at the start of the converged 1080-degree cycle, held fixed during that cycle",3.128528056472074e-05,31.285280564720736,453.63656818845067,453.63797484577475,48.99062398470655,72.8234241779146,4,5.099302963147234e-06,True,"conditional model response; 20 degree is scan lower boundary, not a proven physical optimum"
65.0,45.611725898949636,6.519336116344099,11.146642212047409,11.77597814915606,0.629335937108652,0.9465576507414161,0.33624336791514536,246.12714654505896,"mfuel_per_cycle is the fuel implied by the fresh charge at the start of the converged 1080-degree cycle, held fixed during that cycle",3.118412206806622e-05,31.184122068066216,452.1697699869602,452.17106410153565,48.866276411255505,72.59331639770457,4,4.557503888425521e-06,True,"conditional model response; 20 degree is scan lower boundary, not a proven physical optimum"
